Order;;AccidentType;AccidentType_de;AccidentType_en;types;AccidentSeverityCategory;AccidentSeverityCategory_de;AccidentSeverityCategory_en;AccidentInvolvingPedestrian;AccidentInvolvingBicycle;AccidentInvolvingMotorcycle;RoadType;RoadType_de;RoadType_en;AccidentLocation_CHLV95_E;AccidentLocation_CHLV95_N;CantonCode;MunicipalityCode;AccidentYear;AccidentMonth;AccidentMonth_de;AccidentWeekDay;AccidentWeekDay_de;AccidentHour;AccidentHour_text;;;
4;CCABF1E58F9007D3E053DDB9D80AFC2D;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;TRUE;rt433;Nebenstrasse;Minor road;2681913;1247797;ZH;261;2021;9;September;aw404;Donnerstag;22;22h-23h;;;
3;CAEC362CB9BC8894E053DDB9D80A7A31;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682864;1249154;ZH;261;2021;9;September;aw405;Freitag;13;13h-14h;;;
4;CCF48E9BA15FAF79E053DDB9D80AFCD1;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681548;1252110;ZH;261;2021;9;September;aw405;Freitag;14;14h-15h;;;
4;CD0795F1151FC1CCE053DDB9D80AC50D;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681696;1247376;ZH;261;2021;9;September;aw405;Freitag;17;17h-18h;;;
2;D2A5B2C1A0AA20D4E053DDB9D80A45B0;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683925;1252068;ZH;261;2021;9;September;aw405;Freitag;18;18h-19h;;;
1;CB135761B02CBAC4E053DDB9D80A4CB1;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2682765;1245171;ZH;261;2021;9;September;aw406;Samstag;8;08h-09h;;;
3;CC1D53B4E620EA6FE053DDB9D80A40E5;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681639;1247523;ZH;261;2021;9;September;aw406;Samstag;14;14h-15h;;;
4;CB91A47F4264863AE053DDB9D80AC133;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683945;1246178;ZH;261;2021;9;September;aw406;Samstag;15;15h-16h;;;
2;D186BE25F3749404E053DDB9D80A71FB;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681363;1247311;ZH;261;2021;9;September;aw407;Sonntag;16;16h-17h;;;
2;CE107474E8BB9A8AE053DDB9D80ADADE;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;TRUE;rt433;Nebenstrasse;Minor road;2684505;1245506;ZH;261;2021;9;September;aw401;Montag;6;06h-07h;;;
4;CBEED85CBE9030DEE053DDB9D80A8622;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683098;1251489;ZH;261;2021;9;September;aw401;Montag;10;10h-11h;;;
3;CAEC362CD4568894E053DDB9D80A7A31;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682797;1250758;ZH;261;2021;9;September;aw401;Montag;17;17h-18h;;;
4;CD0795F11A0AC1CCE053DDB9D80AC50D;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2685829;1251486;ZH;261;2021;9;September;aw401;Montag;18;18h-19h;;;
4;CC68EAF938589ECEE053DDB9D80A2D05;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2679623;1248870;ZH;261;2021;9;September;aw403;Mittwoch;7;07h-08h;;;
3;CC7D6F74672FB8D7E053DDB9D80A5329;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2683548;1246785;ZH;261;2021;9;September;aw403;Mittwoch;17;17h-18h;;;
4;CEC4EABA00CCE34DE053DDB9D80A25CB;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682441;1248627;ZH;261;2021;9;September;aw403;Mittwoch;17;17h-18h;;;
2;CE9C6C07814B85C5E053DDB9D80A4E2A;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681850;1249683;ZH;261;2021;9;September;aw404;Donnerstag;7;07h-08h;;;
2;CDC30FA80D415B94E053DDB9D80A196F;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682790;1247532;ZH;261;2021;9;September;aw404;Donnerstag;19;19h-20h;;;
2;CD0AB740E9E75D60E053DDB9D80A7A73;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680209;1248804;ZH;261;2021;9;September;aw404;Donnerstag;19;19h-20h;;;
1;D23B8363A2293EC8E053DDB9D80A0FB5;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682712;1248106;ZH;261;2021;9;September;aw402;Dienstag;11;11h-12h;;;
3;CC1881AB9AD1F8AFE053DDB9D80AFE12;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2683541;1252429;ZH;261;2021;9;September;aw402;Dienstag;16;16h-17h;;;
1;D15CC03614D5700DE053DDB9D80A30C3;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt439;andere;Other;2683461;1250436;ZH;261;2021;9;September;aw403;Mittwoch;8;08h-09h;;;
1;CDBD40434330B4EFE053DDB9D80A9C1B;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683820;1246746;ZH;261;2021;9;September;aw403;Mittwoch;10;10h-11h;;;
3;CD0E2E91DC578573E053DDB9D80A146E;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2684317;1247379;ZH;261;2021;9;September;aw403;Mittwoch;16;16h-17h;;;
4;D083A18B222E8D52E053DDB9D80A1EAA;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2680940;1247106;ZH;261;2021;9;September;aw404;Donnerstag;8;08h-09h;;;
1;CE9B4D08C4500D83E053DDB9D80A9556;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2685539;1248445;ZH;261;2021;9;September;aw404;Donnerstag;9;09h-10h;;;
4;CFC9C610B467E32BE053DDB9D80A37ED;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2685049;1246658;ZH;261;2021;9;September;aw404;Donnerstag;9;09h-10h;;;
1;CE9AC88EBDFF036FE053DDB9D80A4D1A;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680242;1252752;ZH;261;2021;9;September;aw404;Donnerstag;17;17h-18h;;;
1;CE0FB6B4C1F2F37DE053DDB9D80AD9AB;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683053;1247414;ZH;261;2021;9;September;aw404;Donnerstag;17;17h-18h;;;
1;CBEED85CD6D130DEE053DDB9D80A8622;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680140;1248545;ZH;261;2021;9;September;aw404;Donnerstag;23;23h-00h;;;
1;D07F24CDCA7AAB44E053DDB9D80A3A10;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681497;1248890;ZH;261;2021;9;September;aw405;Freitag;0;00h-01h;;;
3;CDAC9D17BA008FB1E053DDB9D80A0F2D;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682094;1245320;ZH;261;2021;9;September;aw405;Freitag;11;11h-12h;;;
1;D394059043BDFFB4E053DDB9D80AA427;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683442;1247149;ZH;261;2021;9;September;aw405;Freitag;22;22h-23h;;;
4;D1F0B72BFA41590EE053DDB9D80A4687;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683049;1247586;ZH;261;2021;9;September;aw401;Montag;8;08h-09h;;;
1;D0421558FF591F02E053DDB9D80AFBC8;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680623;1252383;ZH;261;2021;9;September;aw401;Montag;17;17h-18h;;;
2;CD811FB8DCDA3B87E053DDB9D80A2190;at3;Abbiegeunfall;Accident when turning left or right;Turning;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681173;1247146;ZH;261;2021;9;September;aw402;Dienstag;7;07h-08h;;;
3;CC83E4C9E6D737E2E053DDB9D80ABC30;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2681891;1247309;ZH;261;2021;9;September;aw402;Dienstag;15;15h-16h;;;
3;CD6FB6E0D51D34F6E053DDB9D80AB663;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682332;1248483;ZH;261;2021;9;September;aw402;Dienstag;18;18h-19h;;;
2;CE9AC88EC66F036FE053DDB9D80A4D1A;at3;Abbiegeunfall;Accident when turning left or right;Turning;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2683798;1248764;ZH;261;2021;9;September;aw402;Dienstag;18;18h-19h;;;
1;CCABF1E5A5F407D3E053DDB9D80AFC2D;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683201;1251580;ZH;261;2021;9;September;aw402;Dienstag;19;19h-20h;;;
1;D163D2938B3B7275E053DDB9D80A73FE;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2685860;1246499;ZH;261;2021;9;September;aw402;Dienstag;22;22h-23h;;;
2;CD72F0ECFF0A34ECE053DDB9D80AFD91;at3;Abbiegeunfall;Accident when turning left or right;Turning;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682491;1247477;ZH;261;2021;9;September;aw403;Mittwoch;12;12h-13h;;;
1;CF41E44C3670C2C9E053DDB9D80A7145;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682675;1249071;ZH;261;2021;9;September;aw403;Mittwoch;16;16h-17h;;;
1;CE4AEAAB281D25CEE053DDB9D80A22C7;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681890;1248999;ZH;261;2021;9;September;aw404;Donnerstag;10;10h-11h;;;
1;D341FA2096F5480FE053DDB9D80A483E;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2679763;1251032;ZH;261;2021;9;September;aw405;Freitag;9;09h-10h;;;
2;CFF0B9295C6067FFE053DDB9D80ADF30;at3;Abbiegeunfall;Accident when turning left or right;Turning;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681214;1248592;ZH;261;2021;9;September;aw405;Freitag;21;21h-22h;;;
1;D0D1D8C16ED4DACAE053DDB9D80AD487;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2681254;1248526;ZH;261;2021;9;September;aw405;Freitag;21;21h-22h;;;
3;CD87ED5E9335C5CDE053DDB9D80A5EC5;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683609;1247676;ZH;261;2021;9;September;aw406;Samstag;1;01h-02h;;;
4;CF41E44C1863C2C9E053DDB9D80A7145;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2679631;1249800;ZH;261;2021;9;September;aw406;Samstag;12;12h-13h;;;
1;CE9AC88EC4EC036FE053DDB9D80A4D1A;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2679804;1246848;ZH;261;2021;9;September;aw401;Montag;5;05h-06h;;;
3;CFC9C610B4DDE32BE053DDB9D80A37ED;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683797;1247284;ZH;261;2021;9;September;aw401;Montag;9;09h-10h;;;
1;D1E8A831ABD00B54E053DDB9D80A317F;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682743;1248309;ZH;261;2021;9;September;aw401;Montag;18;18h-19h;;;
1;D32EE8BE04176690E053DDB9D80A41DB;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681768;1248203;ZH;261;2021;10;Oktober;aw406;Samstag;10;10h-11h;;;
3;CEC50AF6F2D56BA2E053DDB9D80AA9BF;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2683327;1250399;ZH;261;2021;10;Oktober;aw406;Samstag;22;22h-23h;;;
1;CE9C6C07C27385C5E053DDB9D80A4E2A;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681359;1248196;ZH;261;2021;10;Oktober;aw407;Sonntag;3;03h-04h;;;
1;CDC30FA80CB45B94E053DDB9D80A196F;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683391;1247552;ZH;261;2021;10;Oktober;aw401;Montag;8;08h-09h;;;
1;CD750D5B0A463516E053DDB9D80A321B;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683202;1248690;ZH;261;2021;10;Oktober;aw401;Montag;9;09h-10h;;;
3;D0BC17E22D7517A3E053DDB9D80A3728;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2682640;1250991;ZH;261;2021;10;Oktober;aw402;Dienstag;18;18h-19h;;;
3;D6DD90E08081728CE053DDB9D80A75B0;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682781;1247406;ZH;261;2021;10;Oktober;aw402;Dienstag;18;18h-19h;;;
3;D1705251C466A5AEE053DDB9D80A4D32;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683372;1247936;ZH;261;2021;10;Oktober;aw403;Mittwoch;20;20h-21h;;;
1;D0421558F77F1F02E053DDB9D80AFBC8;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2683726;1252680;ZH;261;2021;10;Oktober;aw404;Donnerstag;18;18h-19h;;;
1;CFB59A5CF4E53521E053DDB9D80A268E;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2681380;1248454;ZH;261;2021;10;Oktober;aw405;Freitag;23;23h-00h;;;
2;D0497961BF1477C9E053DDB9D80A5CE6;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2681796;1251899;ZH;261;2021;10;Oktober;aw406;Samstag;15;15h-16h;;;
3;D2A5B1B985722217E053DDB9D80A90D6;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682689;1248935;ZH;261;2021;10;Oktober;aw407;Sonntag;4;04h-05h;;;
1;CE0FB6B4C6EFF37DE053DDB9D80AD9AB;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682354;1248459;ZH;261;2021;10;Oktober;aw407;Sonntag;7;07h-08h;;;
1;CE9C6CF4A08186D2E053DDB9D80A1F64;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682686;1246785;ZH;261;2021;10;Oktober;aw403;Mittwoch;14;14h-15h;;;
1;CF41E44C18D2C2C9E053DDB9D80A7145;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683811;1250506;ZH;261;2021;10;Oktober;aw403;Mittwoch;19;19h-20h;;;
4;D5C225B350EC4A20E053DDB9D80A3BE2;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682825;1246443;ZH;261;2021;10;Oktober;aw404;Donnerstag;17;17h-18h;;;
1;CE9C6CF4A0D586D2E053DDB9D80A1F64;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680293;1246862;ZH;261;2021;10;Oktober;aw406;Samstag;14;14h-15h;;;
1;CE9C6C07C41A85C5E053DDB9D80A4E2A;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683621;1246781;ZH;261;2021;10;Oktober;aw406;Samstag;15;15h-16h;;;
2;CEC4E75C84AAD962E053DDB9D80A0BAC;at3;Abbiegeunfall;Accident when turning left or right;Turning;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2679017;1249095;ZH;261;2021;10;Oktober;aw402;Dienstag;18;18h-19h;;;
1;D5353D0E2615671DE053DDB9D80A796C;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2684058;1246505;ZH;261;2021;10;Oktober;aw404;Donnerstag;6;06h-07h;;;
1;D1752E725FE1D904E053DDB9D80A57B7;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683405;1247624;ZH;261;2021;10;Oktober;aw404;Donnerstag;8;08h-09h;;;
1;CF416E3184CFFA98E053DDB9D80A429F;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683567;1251668;ZH;261;2021;10;Oktober;aw404;Donnerstag;15;15h-16h;;;
4;D52485578F1300C4E053DDB9D80A57C4;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683926;1246408;ZH;261;2021;10;Oktober;aw404;Donnerstag;17;17h-18h;;;
1;D5609EFC7E8DE745E053DDB9D80AE52F;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681698;1249204;ZH;261;2021;10;Oktober;aw405;Freitag;1;01h-02h;;;
4;CEEDC374E84A167BE053DDB9D80AADDD;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2685301;1251181;ZH;261;2021;10;Oktober;aw405;Freitag;13;13h-14h;;;
1;CF26EA76FB979BD8E053DDB9D80A5773;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682886;1249910;ZH;261;2021;10;Oktober;aw405;Freitag;19;19h-20h;;;
1;CFC9C72FDEAFE4FEE053DDB9D80ACF41;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682174;1247928;ZH;261;2021;10;Oktober;aw406;Samstag;1;01h-02h;;;
1;D0BC17E2316B17A3E053DDB9D80A3728;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680596;1250898;ZH;261;2021;10;Oktober;aw406;Samstag;9;09h-10h;;;
